i1,i2,i3,i4,label,template
5428,14116,3072,1058,0,1
14071,12421,18042,15759,1,6
4496,9828,23306,8413,0,2
2596,18980,10438,588,1,5
4189,16085,11483,12747,1,4
14867,17630,2434,18405,0,1
16409,19759,24201,6746,0,2
5202,22218,9041,11776,0,2
18431,7374,11887,8120,0,3
677,20895,3739,7472,1,5
23525,3634,12332,23151,0,2
10687,2221,13648,2374,0,1
9272,7369,13499,11462,0,0
3510,869,18928,8633,0,2
10982,16697,12286,452,1,6
2832,6456,5410,15153,0,3
23850,13957,21840,1154,0,1
3697,6210,14493,2572,0,3
22104,10135,21690,22584,0,1
7967,5965,16174,9064,1,1
15360,9086,7810,21935,0,2
11784,18007,23687,6577,0,2
13341,24896,2678,13280,0,2
7551,5681,10987,22340,1,5
13960,24865,15919,17025,1,5
21921,8615,9631,11293,0,2
18832,13933,23693,23088,1,5
5837,20946,24087,5960,0,2
24021,13585,9604,20260,0,1
2164,20430,23628,23003,0,2
10529,14530,9431,22254,1,6
14296,22970,19509,4454,0,1
8358,20750,18028,9476,1,5
23037,23949,24714,9632,0,0
11056,7693,3015,9256,1,6
11991,15132,8505,12097,0,1
6809,4737,16453,3079,1,6
9691,23330,8440,10022,0,2
6404,4154,7774,11344,1,6
7511,9038,20617,16339,0,1
17898,5304,17102,436,1,6
2447,8670,9176,24018,1,3
20046,13586,11950,18028,1,2
13981,22877,18878,7573,1,6
8354,7620,7941,8400,0,0
19699,6613,1664,20894,0,0
16094,10050,16037,9290,0,2
18306,14040,13201,16614,0,0
8830,7868,1509,1796,1,5
7921,14524,14382,3606,0,3
993,16133,13949,7101,1,6
9510,19886,7277,24704,1,6
15251,7097,5338,4682,0,1
4757,4515,17514,16207,1,6
23821,4515,21862,24680,0,2
12249,5042,10564,22207,0,3
22229,5915,17111,7152,0,0
22665,19641,14348,17963,0,2
908,9277,18121,20657,1,1
24828,4031,18148,1381,0,2
10615,24869,10045,19920,0,1
19571,7748,14922,12911,0,1
5080,13990,9471,5074,1,6
18537,16255,16388,3880,1,6
22123,18764,2208,812,0,3
9713,9789,7502,280,0,1
7717,1092,338,18716,0,1
15060,3847,10329,18079,1,6
17781,20010,13058,12509,0,1
5087,17724,21617,2971,0,0
2351,18367,20312,1720,1,5
19272,13257,20040,20182,0,1
216,13358,231,17133,1,5
5735,4597,8547,3345,1,6
18194,16289,6067,10160,0,0
21468,23832,20492,5331,0,2
17743,19262,18153,2129,1,1
7743,18649,10612,16501,1,5
8947,23269,2343,13174,0,2
4189,3356,13688,14554,0,3
13054,14597,2708,22692,1,2
21836,1829,541,15529,0,3
4738,4431,12686,6805,0,2
8328,5040,22524,21912,1,7
9598,6729,14032,13432,0,2
13109,24620,13997,24967,0,1
18682,3899,22968,1031,0,1
11107,24364,2314,14373,1,2
18442,17955,15887,6732,0,1
17664,2553,6479,9704,0,1
10394,1751,6075,5213,0,1
20176,2817,8043,17896,0,2
22682,11526,14149,9862,0,2
12877,23122,3348,9989,0,2
21995,10123,22552,18468,0,2
4384,19357,1397,14349,0,1
9299,4770,12485,5148,0,0
18647,15240,21972,18168,1,6
19047,22731,18348,2118,0,2
18318,21281,18804,16176,0,2
20124,14502,9701,10965,0,3
19529,23333,23001,9480,0,0
7867,13063,13652,13699,0,3
5151,7120,2937,11725,0,1
17994,8515,12168,16396,0,2
14140,1187,18348,13437,0,3
12042,22487,24512,15805,0,2
1123,3595,13556,22489,0,1
696,12269,15898,9250,0,3
2462,24143,9260,20507,0,2
17142,16540,257,1743,0,0
20280,7429,2411,7670,1,5
2673,15757,15155,13442,0,0
16211,24183,15662,3714,0,3
891,7255,13439,5007,0,3
20743,6872,10265,2569,1,1
2198,19513,9607,18327,1,1
6559,718,14196,2633,0,2
10882,7770,11051,4837,1,5
23006,17242,11155,20966,1,6
8140,18256,23896,10312,1,5
2302,24930,11250,16766,1,5
20841,3335,5592,12968,0,2
8999,14881,24875,8365,1,5
19182,610,3767,17293,0,1
3279,13043,6253,18506,1,5
7814,9118,1384,22599,1,1
18048,16858,2721,11977,1,1
5475,19712,4768,10840,0,2
13017,15802,929,20534,1,4
6154,6616,13579,16885,0,3
8402,6611,3872,17057,0,2
19964,20127,16209,23471,0,1
3791,22714,14863,17809,1,6
18661,9268,4903,578,0,1
6085,23303,3356,611,0,3
17627,10716,24155,3549,0,1
291,4575,8349,4601,0,1
17035,21111,10017,24864,0,2
10710,24832,19660,11067,0,1
12425,16100,2210,2924,0,3
4351,310,19129,24188,0,1
4083,21077,17843,23528,0,2
18352,9382,18789,6590,0,1
11856,8306,8515,15253,0,1
13305,13059,18444,19096,0,0
24570,4431,14784,9025,0,2
12313,8728,14089,6961,1,2
16546,22699,17600,15965,0,1
22950,24010,23950,9122,1,6
19160,15479,13775,669,0,1
15510,7201,16007,9840,0,2
5445,6113,9321,14022,0,1
16702,4691,16853,1943,0,2
21410,6489,17372,18046,0,1
613,3624,3207,10903,1,3
2502,17336,21661,23346,0,3
13906,17311,3390,19855,1,4
19660,7017,4344,1449,0,2
8307,23513,3215,14885,0,0
22385,19104,19931,4174,0,1
20692,9742,6488,2851,0,1
13630,10492,93,10205,0,3
16546,13580,16210,11729,0,2
20109,17486,4995,2723,0,0
20817,5180,5175,6586,0,1
23240,22839,8948,841,1,2
12610,14842,17721,17851,1,5
484,1976,22562,6377,0,2
10247,6986,11512,2178,0,1
13262,23916,552,13921,0,1
14004,4593,7915,18583,0,3
23024,5408,10361,7479,1,1
2127,20318,10673,22593,1,5
21989,8761,20692,1016,0,1
19819,11357,654,14569,0,1
1614,19294,15157,12261,0,2
11647,821,11491,823,0,1
21281,14973,14102,16366,0,2
13269,24718,9747,12368,0,3
4488,13214,3241,15229,1,6
16555,7872,6618,1133,1,2
15564,20079,14765,17553,0,1
10814,23567,8334,14263,0,1
2435,16402,14648,5893,0,1
4008,4106,17346,22896,0,1
17941,974,21651,10109,1,1
24869,22583,3974,16399,0,1
16033,5633,8092,15611,0,3
20525,8439,19337,16748,0,2
12724,9907,2017,8282,1,1
13501,7995,166,17792,0,2
9481,7750,3044,16593,0,2
7982,2805,156,8775,1,2
16550,14948,23202,13837,1,4
11050,20249,9250,16662,1,6
15687,1696,10788,7752,1,2
19659,2716,10518,3629,0,0
19312,8953,592,16984,1,1
17018,7537,18364,16956,0,0
15712,5608,15871,6570,1,4
1799,15381,11995,15045,0,1
5063,7286,11175,9406,1,4
3021,15573,8747,18037,0,1
24156,5832,4235,8182,0,2
8741,16623,8694,5559,1,5
7210,12392,5413,24832,0,2
18752,13575,23828,4230,1,5
4492,23873,6081,11031,0,0
24638,12321,14583,1798,0,0
3949,20105,19440,10208,0,1
14101,9935,16065,15951,0,1
6038,12909,363,10069,0,0
7653,11560,6262,20205,0,1
18504,8535,18428,1025,1,5
24615,23070,9757,621,0,1
12130,14773,24083,1232,0,2
4021,1654,23459,18964,0,3
6799,13526,14209,16158,1,1
16821,21144,18629,18651,0,1
19937,15959,18925,1798,0,1
952,22413,21883,19984,1,1
7927,19146,18313,22096,0,1
24310,9174,13410,23184,1,5
8273,10003,24634,20184,0,1
13272,8018,14601,3477,1,1
3579,6203,20622,15624,1,5
2595,15196,16168,22923,1,5
12379,22246,10351,12079,1,6
22757,15950,12164,6970,1,4
393,20319,16219,16420,1,1
24999,18461,11813,24569,1,4
6071,13982,23548,9293,0,0
15520,24087,1437,401,0,3
14165,7816,18497,21517,0,2
422,10145,20197,7482,0,2
8052,12545,20872,16846,1,5
10485,2737,57,21715,1,5
8920,21777,12643,8773,0,3
23569,578,7422,19197,0,0
23784,10315,13412,14988,0,1
13760,20981,16689,22138,0,1
8600,12650,8144,7991,1,6
13049,14249,19929,10749,0,0
3179,13532,24485,16728,0,1
16083,17394,12938,7063,1,5
17637,15145,1976,4056,1,1
8480,12962,6744,13581,0,1
6556,7533,335,445,1,3
19234,21497,22976,8762,0,3
10599,21913,11650,3967,0,1
17421,14292,6636,7007,0,2
21345,15992,22916,20582,1,4
16103,5574,10553,4679,0,1
23993,21889,20986,6322,1,4
10529,2229,12727,21118,0,1
19512,19929,14361,19142,0,2
14001,18545,5510,24672,1,2
18825,9356,23655,20646,0,2
16188,6627,15398,21874,0,1
7757,23106,19351,22008,0,1
125,1080,19446,19472,0,1
1062,22901,1964,6820,1,5
24275,21893,24707,18746,0,2
14972,2948,15653,11937,1,6
21235,9356,784,7851,0,1
8787,13978,49,9165,0,2
942,19384,23019,17414,1,6
17092,17976,17954,12656,0,0
13180,21660,16305,12832,0,2
18385,4604,11530,16431,0,2
20819,17569,14277,19217,0,1
5778,5338,21598,20043,0,3
5336,16799,2538,7805,0,2
18003,1093,17172,24566,0,1
23673,21796,12331,7015,0,1
2054,24717,7194,13348,0,1
14660,13874,1974,1856,0,3
22450,7167,22403,18673,0,1
19601,8716,2474,3106,0,1
14958,18078,17045,14732,1,1
24469,4001,13157,18929,1,5
3538,8663,6592,1511,0,1
22567,3492,10613,23119,1,6
20460,16526,17971,2955,0,1
6813,17232,23790,9729,0,2
18694,20138,23681,4540,0,0
12120,22264,13780,5492,1,2
20124,3919,22159,823,0,1
7288,14804,7948,4695,0,1
1968,15555,24575,565,0,2
20056,16232,1878,3939,1,5
16341,6433,2513,24657,1,5
7011,22168,8198,22990,0,1
13802,18586,15236,12119,0,1
9917,6010,16372,3546,1,2
3233,5010,23736,12666,0,0
12640,22953,18391,6630,0,1
21453,4794,22003,14843,0,1
7543,13531,8414,18433,0,3
3992,12552,22517,21884,0,1
16469,8937,1691,14022,1,5
21392,2381,24553,7290,1,5
16840,18764,15414,4359,0,3
6674,16924,23817,20750,0,2
8696,15230,6287,5622,1,6
20735,22320,12937,6074,0,2
6219,12179,12088,14802,0,1
8924,5245,2250,18434,0,1
23992,13369,9954,4751,0,1
21446,17844,14893,11711,0,2
17923,10939,575,8239,0,1
22799,13205,12868,1984,0,0
17208,23624,8866,713,0,2
13163,15117,17349,3133,0,1
19427,9484,1275,1547,0,0
23097,3894,24416,16238,0,2
21672,15312,16617,21102,1,5
24343,6295,7631,10647,1,4
20938,2473,13264,2795,0,2
11166,16372,6660,6033,1,5
4273,15101,17131,16405,0,1
17347,14775,11149,9421,0,2
6158,4200,9886,8861,1,1
17055,21566,7572,18515,0,1
22009,12637,11226,21117,0,1
7027,2591,346,2472,1,5
8083,4377,24577,11603,0,1
4075,127,923,17276,0,3
8576,22095,12570,10295,0,2
8575,29,6163,15760,1,5
3728,18571,23588,12480,0,1
20385,7954,13543,96,0,2
6940,20795,5021,23845,0,1
7731,11912,3255,22639,1,5
7869,14904,21308,10653,1,5
23260,24833,16336,23288,0,1
18328,12496,4927,9406,0,1
16227,19645,2839,1967,0,1
17864,9853,18109,326,0,0
17112,7144,17160,24174,0,3
333,24144,324,11215,0,2
17704,15784,18263,15882,0,1
9352,23790,3995,10016,1,4
10488,19210,7780,18544,1,5
9366,8530,8328,2646,0,1
21301,5337,689,9518,0,1
18535,869,19352,22040,1,6
7739,5342,9938,4876,1,6
5487,5401,12844,18742,0,3
362,15309,20073,7049,1,5
1193,1587,9360,15044,0,1
5972,10636,4649,1377,1,5
19436,88,7050,20802,0,1
7600,14807,16125,24810,0,2
19380,24478,19785,15573,1,5
1824,15496,13612,24725,1,2
15241,15943,15648,7648,0,1
21230,15515,11405,3434,0,2
394,24119,2101,9879,0,1
11732,24649,16577,12940,1,2
23592,16810,17278,16215,1,2
15018,3761,1919,23148,0,1
6775,1818,19058,17124,0,1
7414,23314,17224,24134,1,6
1564,16096,23668,19610,1,5
908,8971,8183,9131,1,2
5556,20506,10606,14082,0,2
15834,7885,14471,11483,0,1
10992,21239,6891,23735,1,5
1419,10738,14284,19980,1,5
21122,15249,21016,13293,0,2
22139,9487,2011,21620,0,2
4032,24207,8241,16353,1,2
14853,274,7629,14378,0,0
24435,10083,3055,2733,1,5
14405,10798,7703,22835,0,0
22510,24738,3027,2851,1,4
3708,14968,1627,14351,1,2
19623,4011,8224,17719,0,0
2628,24092,2085,12302,0,1
22000,24484,21939,16210,0,3
11198,6896,14928,1781,0,1
20017,4176,7712,11783,0,1
15568,12564,22612,19270,0,1
22235,2089,11479,18803,0,2
11447,18344,15672,7887,1,2
10624,4896,9438,796,1,6
1951,16878,12635,17493,0,2
18877,5052,15420,13544,1,5
5980,20755,247,13621,0,3
24831,16785,3444,20325,0,2
16584,23968,441,994,0,2
19397,16895,8991,3492,1,5
6998,4727,22432,10752,0,2
3281,15459,21089,20123,1,5
7731,21730,24909,6900,0,2
22879,1055,19697,8613,0,1
1601,9272,23017,329,0,2
18646,15989,21935,731,1,6
12335,18539,5566,17121,0,1
1,7078,9133,16309,0,3
13885,10023,9772,14971,0,2
9409,13489,19736,4918,0,2
22537,22589,24787,17588,0,3
120,11831,20198,16686,1,5
19188,21934,20689,16062,0,1
10358,2874,10090,24318,0,1
18060,20406,1003,14486,0,1
8176,10590,13605,938,0,1
11199,22696,2886,18324,0,1
20990,10908,8958,7963,1,5
22667,8615,5100,15717,0,2
24467,23557,14501,1377,1,4
984,1789,18996,5,1,1
3439,6245,969,16460,0,2
5327,4225,21325,16201,0,1
20971,24042,17908,14442,0,3
23358,22336,18555,344,0,2
13731,8030,17560,7029,0,0
10245,10596,11037,5311,1,5
13665,18115,9511,22631,1,6
1149,16931,1635,22211,0,0
19151,18548,14737,17244,0,2
11202,9507,14056,9192,0,1
18151,24406,23446,18767,0,1
20096,15451,20370,19460,0,2
11890,9484,13620,8574,0,3
21067,5563,9667,13076,0,0
17460,16490,19587,20725,1,5
8107,7337,5285,15416,1,6
6496,8973,912,5037,0,1
15233,17094,5398,16773,1,6
22235,932,2495,15863,0,2
7978,15669,24304,18730,0,1
9723,12122,1691,6748,1,1
13262,10937,9071,9269,0,2
22447,16315,11184,8058,0,2
23350,13948,2724,18433,1,5
5972,3713,15169,15550,0,3
19937,13364,10377,22166,1,6
22022,6721,4778,12487,0,2
16257,8511,21662,18873,0,2
5068,24762,20243,23168,1,5
23024,425,16999,14348,1,2
10290,382,20363,10693,0,3
11727,15546,21939,12961,0,1
8851,15434,1017,10874,0,1
19047,263,21664,1395,1,6
12489,9617,15136,7029,0,2
23276,21575,7970,9155,1,1
21221,24446,21775,4673,0,3
3295,20876,23750,14778,0,0
13054,19295,10985,17958,1,1
19734,3141,24839,5939,0,3
5356,11582,1952,11109,1,6
11257,5310,3810,23175,0,0
3108,4312,12861,8459,1,6
17794,19624,3615,15831,0,2
23943,19919,15629,21431,1,6
1348,18080,21990,18093,1,5
14161,10176,15497,20861,1,5
4931,24969,12180,11609,0,1
1435,20487,8233,6519,0,3
248,15975,24362,7375,0,2
10195,4815,23862,11236,0,1
8115,5763,21507,10661,0,3
19427,17630,7476,8064,0,1
4060,19077,9183,9629,0,0
17849,20875,2564,8237,0,1
21710,16193,5779,19140,1,1
5628,12310,24645,8749,1,3
4835,24120,15166,23201,1,4
1406,23738,7137,13980,1,5
14844,23479,1674,22311,0,1
5266,10560,6392,21684,0,3
11350,3642,22800,19454,0,2
2560,12048,20104,3365,1,2
19338,19058,20918,5654,1,1
7978,20592,4598,19679,0,2
22862,22644,18066,17999,0,1
9075,24408,13955,23929,0,1
13713,13080,13625,18820,0,0
6207,2976,1856,13411,0,2
22386,7785,21716,20398,1,1
7930,6059,18645,21947,0,1
9955,4720,2631,20252,0,1
1667,15803,16715,15473,0,1
12260,17749,2905,5957,0,2
3113,23570,10757,9322,0,1
20974,19132,1455,21930,0,3
3468,21265,17123,22165,1,1
4332,16494,21396,13089,1,5
10969,22886,13293,22354,0,2
4154,15696,367,2674,1,5
11482,1353,23616,17376,0,3
23358,16223,23939,4513,0,1
9677,13531,19948,21297,1,5
12152,7226,20601,2398,1,6
7970,9761,12485,8944,1,1
14664,1404,4889,15676,0,2
317,19412,21287,12236,0,3
22559,12722,6725,23892,1,5
17052,16841,16495,11248,1,5
677,9095,8344,14486,0,1
11740,4094,19089,6708,0,0
3180,13250,11562,7549,1,5
19739,12407,21907,21969,0,1
22922,12960,21231,10211,1,6
5296,18526,7845,23067,0,3
2481,4607,15401,23997,0,2
1370,17964,18824,304,0,1
16771,19517,18856,23872,0,1
11693,8424,24470,3668,0,1
10224,14406,11917,16802,0,2
8625,17873,6259,7152,0,1
17893,7588,168,2407,0,1
12507,10647,12371,3702,1,3
1760,1325,20456,10832,0,1
6470,13531,7053,16123,1,5
13100,11446,7420,13697,0,1
7044,11026,20201,23011,1,6
2988,21147,15531,7715,1,2
13327,22610,15381,9357,1,1
6613,3400,17189,7026,1,1
24501,10933,15943,12874,1,6
3540,15585,2186,14913,0,2
7146,8854,9764,1742,0,2
19666,3192,19547,20412,0,2
10021,13174,5908,9584,1,7
1822,12845,4444,24622,0,2
1854,5333,9728,9549,1,5
20295,24097,1284,23126,0,3
20640,12416,21034,20274,0,1
6976,10837,2267,18606,0,1
21608,23276,4446,23048,0,2
6997,14016,23898,17456,0,0
9190,5267,15227,19930,0,1
22803,2006,10350,23549,0,1
10533,3557,16651,10487,0,2
1239,18055,3262,22170,1,6
6752,4623,19824,14780,1,2
3560,22923,2170,22413,1,1
21235,5135,17170,4551,1,7
2981,8500,23542,19441,0,1
5418,4802,11789,15863,0,1
2309,17172,21858,555,0,2
18396,2077,20895,21110,1,2
24379,860,51,20070,0,1
20209,23262,22469,20896,0,3
16459,19256,14263,11207,0,2
21584,12574,1501,14606,0,1
21910,14791,1335,17905,0,1
24469,15917,3065,13843,1,1
3349,21544,5012,855,0,0
15715,11201,3532,14141,1,6
19839,7882,9285,20011,0,2
358,6660,1457,13928,0,2
14903,4860,23281,6414,1,5
17464,10364,22393,20747,0,1
5477,10611,2525,15217,1,1
20913,14452,20278,18417,0,3
24194,23156,24820,8020,1,1
7846,15993,17168,3001,0,1
15008,7515,12776,18906,1,4
129,1060,11537,863,0,1
24157,4694,2153,20520,1,4
20775,20966,17493,17913,0,1
15651,22230,23333,6104,0,1
235,12608,6495,18630,1,6
1048,15240,16082,19485,0,3
22505,13755,21717,13127,0,3
23695,12521,6160,16232,1,5
14675,13432,7001,20289,0,3
20144,6158,2159,9558,1,5
2207,202,24922,2393,0,0
1131,9564,18255,3174,0,1
11421,15087,16130,13026,1,7
11130,773,1895,22552,1,1
9102,11713,12979,6209,0,2
8402,7051,20292,15744,0,2
11116,11860,9775,7573,0,3
2728,21928,5110,11306,1,5
5009,18153,23726,21725,0,0
2007,16732,9376,15591,1,6
19998,15401,3678,21542,0,2
6290,12439,6527,8455,1,5
1005,15052,9295,16438,1,6
12328,13482,20056,18678,0,1
17781,15007,22639,16950,0,0
19742,12226,17602,12216,0,2
4879,7340,17078,14673,0,1
517,14624,24182,6770,1,6
11252,2429,15666,12059,1,6
4201,8709,24105,2711,1,5
24906,9086,3367,22515,1,5
18342,19653,3061,23704,0,2
840,4746,11835,22428,0,3
7144,12831,22849,157,1,1
14894,24541,22993,9578,0,2
20022,12766,9538,6337,0,1
11101,1300,15063,8596,0,1
403,2172,18965,23927,0,2
5068,19655,9366,20538,0,1
21331,9305,22911,23768,0,2
16136,5507,257,16883,0,2
6086,24750,21871,10723,1,5
20460,9130,18835,12743,0,1
2664,22983,9470,19004,1,4
20394,2983,9847,23695,1,6
5454,24862,6008,5737,0,1
11997,8163,6331,11938,1,1
19222,5885,2199,22262,0,3
19512,9860,23976,21304,0,2
3524,20370,13196,16496,0,1
8446,4639,14671,1985,0,1
3072,23347,6612,11366,0,2
15683,18713,16472,7636,0,1
12317,4600,15313,6622,0,1
18173,22762,1895,13064,0,1
14424,21782,9164,8227,0,3
15413,4335,4312,7007,1,5
11463,4503,7938,24679,1,5
3113,20189,2611,5143,0,0
10869,4189,18254,12037,0,2
19907,1425,86,23953,0,2
2783,7472,9307,1340,0,1
19873,5184,9186,6186,0,1
4308,3724,12314,4227,1,6
44,14986,22728,11572,0,1
1997,19856,11046,4968,1,1
11120,19596,20075,12832,0,2
8024,7550,18445,17098,0,2
7064,16318,6286,14421,0,3
11558,23032,23811,2682,0,2
18939,16002,2242,6554,1,5
12928,5471,13378,12887,1,5
4509,18640,4553,22154,0,3
22030,13611,5846,10309,0,1
13459,22413,22213,3366,1,5
1591,10525,16822,20632,0,1
8595,19010,12899,11785,1,6
20146,14330,3329,14829,0,2
4456,4866,20889,6738,0,3
20187,21501,11112,13820,0,0
4956,1631,21070,14448,0,1
4679,21121,3795,14680,0,0
10710,24217,2697,6790,0,3
14865,12261,10761,20593,0,2
14836,9242,8579,17325,1,7
2549,24302,24904,14845,1,2
426,17597,21502,22937,0,0
2008,2912,1187,15785,0,2
22885,24692,10196,13862,1,5
19242,10499,19341,7747,1,2
21589,10641,23664,15144,0,1
24671,5507,13397,21682,1,4
11987,10456,14544,13167,0,2
7331,6554,14178,22709,0,1
18618,3970,8378,3243,0,0
2036,820,13412,6233,0,2
15589,422,20883,6065,0,2
16936,19079,3407,9704,0,0
15421,23140,6017,11010,0,3
15402,13909,18564,10925,0,1
6100,4339,23701,3082,0,2
17272,22439,205,2340,0,1
4687,15948,20152,22644,0,1
3481,19593,20094,10690,0,1
6733,13290,10068,1722,0,1
8669,15751,18962,22120,1,6
10419,18064,16660,10031,1,6
2301,19060,5143,5994,1,2
3263,7847,23919,9889,0,1
20311,18383,5324,15034,0,2
8666,13090,10259,5032,0,1
2242,12806,1883,21078,1,6
4247,16262,20452,14284,1,5
18136,10853,717,7952,0,1
10694,22192,21991,22564,0,1
24961,4554,6595,23180,0,1
7486,17151,5980,12843,0,1
8117,13475,24113,8572,0,2
11166,11620,2830,7649,1,7
6523,24611,4098,14387,1,6
8635,22696,16692,2675,0,3
14205,15784,15598,564,0,3
12890,17174,6684,16908,0,1
15210,10235,7863,8577,1,6
18100,17511,8786,9803,1,1
10868,12195,19918,2674,0,0
19244,10145,17570,9972,0,2
23834,15309,18192,15772,0,3
10370,10559,1095,10834,0,2
14321,7469,1610,12735,1,2
22139,33,1761,14106,0,0
17264,1086,11171,10705,0,1
11578,5136,11695,7342,1,5
16699,9654,2695,1626,0,0
248,135,2598,6741,0,1
18859,20709,547,11515,1,7
16649,1053,4666,19097,1,5
20544,7200,4003,574,0,1
13629,24407,4070,6355,0,2
8898,6315,13143,2779,0,2
3736,9221,1638,1692,0,0
10422,14281,21082,8109,1,2
9640,10042,10970,14162,0,2
2479,13044,15054,7088,1,5
22939,6265,18841,14391,0,1
18361,15024,10576,23471,0,2
24838,18991,18814,10162,1,5
1911,19391,8409,5061,0,0
3203,18969,7132,24218,0,2
15019,6585,1024,15494,1,4
24067,6668,12810,18604,1,4
14765,94,944,13947,0,2
9256,16187,16501,22316,0,0
14025,5951,20359,24030,1,6
22935,8724,12826,4695,0,2
11504,9303,20814,21069,0,2
24183,10976,14192,2360,1,1
8603,949,1065,24149,0,2
24925,2718,1859,15204,0,2
7162,1202,23829,22669,1,5
23722,23282,17560,9031,0,2
13173,3497,16623,15574,0,0
10315,24522,790,23438,1,1
11877,7423,16951,13608,0,0
20339,16554,14389,3833,0,2
10766,2060,10078,7377,0,2
24764,21590,8868,6772,0,1
427,15289,4720,5511,1,3
2144,211,11076,725,0,1
6411,1627,14088,23806,0,1
17647,4500,7165,16671,0,1
6806,14798,12970,20842,1,5
24372,14719,17639,12381,1,2
13262,14541,10403,5810,0,1
21640,2435,24070,14366,0,2
10030,22533,21790,19431,1,7
822,9864,15155,7433,0,1
22108,12320,680,5819,0,2
23910,18222,4907,20619,0,0
3618,18080,17896,4417,0,3
16958,20421,19680,17611,0,1
4953,11820,19152,11514,0,1
10453,14485,12943,5478,0,0
9253,545,11611,4592,0,1
9609,9771,18824,12453,0,1
15143,5500,18056,21729,1,5
20042,4688,4992,18491,0,2
6999,10974,5393,6505,0,1
12000,5904,4956,2943,1,5
14592,17791,7859,15015,0,0
13486,21927,24672,2160,0,3
10437,7961,10811,583,0,2
11911,2841,164,22011,0,1
9868,10504,15149,14459,1,7
22,4975,14090,14542,1,5
19243,13276,1843,9805,1,6
22948,15739,12539,9840,1,5
3828,19756,612,9457,0,2
15337,6093,14539,5905,1,5
3905,24063,21994,4587,0,3
987,7057,20678,19270,0,2
21779,16741,7940,10614,1,5
22029,12710,18287,16778,1,5
24669,1531,17657,14435,1,2
10009,2565,20006,18129,1,5
18177,10809,6546,1144,0,1
11101,5155,20696,22623,0,2
20430,8440,24277,19587,1,1
11094,5640,13584,15429,1,1
4725,5697,5994,4811,0,1
5902,5232,4802,23184,0,3
23128,17261,6165,8423,1,6
18339,23792,17200,20053,1,2
17460,22070,17290,12040,1,6
98,1663,2936,17078,0,1
22561,10490,5248,10919,1,2
15849,19249,12538,12829,1,5
3333,13844,606,3848,0,3
14439,10251,1045,3340,0,1
2543,20054,12935,9340,0,0
15060,8245,6036,2314,0,1
23745,12820,4801,18336,1,4
1954,2591,7762,6104,0,2
15633,7733,6379,12952,1,5
4823,11052,19611,4884,1,6
18885,24382,6055,16258,0,3
8494,23397,21785,12853,0,3
15003,24422,4811,20766,0,1
13341,9019,22264,9666,0,1
10891,3943,322,16126,0,2
3333,7328,23898,23843,0,1
8474,1654,815,24713,0,2
9220,18713,23232,22976,0,1
23514,21925,24607,8829,1,1
1837,1291,15523,23908,0,1
8303,41,14863,8108,1,3
695,6612,19148,7588,1,2
24560,18024,8629,18561,0,0
13828,2948,19265,21023,0,2
5563,4051,9933,10640,1,5
3969,6574,3822,13971,0,0
21221,17440,15067,15286,1,7
21657,12104,11321,8517,1,1
23623,23353,1548,16674,1,5
8567,20104,2800,21397,0,1
6509,8725,11262,5130,0,1
5837,15462,9666,16446,1,6
63,6723,21654,10967,1,2
14085,3965,14887,17626,1,5
13646,21164,8092,12663,0,3
16343,5118,12992,14237,0,1
3636,8672,17895,20795,0,2
3384,19259,12741,14258,0,1
23452,6218,2065,16239,1,6
11607,6713,18349,16436,0,2
1445,969,16463,17197,1,6
5889,15693,6229,20891,1,5
15456,8401,1203,7021,0,2
3028,15963,18646,5281,0,1
4158,15730,19070,7935,0,1
1906,12710,2339,20416,0,2
4061,9550,6215,15286,0,1
8598,22775,14989,22094,0,1
21548,9679,10926,10864,0,3
16637,17810,12499,4174,0,1
15984,17655,496,3550,1,6
393,9519,24694,21908,0,0
8099,16810,10481,3778,1,6
